Country,Managed_By,Fulfill_Via,Shipment_Mode,Product_Group,Sub_Classification,Brand,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Ziagen,240,20000,185600.0,9.28,0.04,Yes,7664,17022.13,306.24
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,168711,416716.17,2.47,0.04,Yes,8183,12225.76,898.44
Zambia,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,1500,46230.0,30.82,0.1,Yes,1374,10365.13,57.19
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,2551,81632.0,32.0,1.6,Yes,885,11057.25,160.0
"Congo, DRC",PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,400,12800.0,32.0,1.6,Yes,132,1692.7,17.95
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,5530,454566.0,82.2,0.68,Yes,1348,10670.09,980.04
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1900,21280.0,11.2,0.19,Yes,2356,3688.77,21.88
Uganda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,100,11310,14703.0,1.3,0.01,Yes,2454,10898.12,18.19
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,240,55000,114400.0,2.08,0.01,Yes,20419,17267.14,246.65
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20000,165000.0,8.25,0.14,Yes,1951,13083.7,355.74
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6302,630200.0,100.0,1.0,Yes,2557,21256.43,741.75
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20000,129800.0,6.49,0.11,Yes,1725,3273.14,133.43
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1,89.0,89.0,0.89,Yes,985,11034.01,0.12
Namibia,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,688,1651.2,2.4,0.04,Yes,53,571.53,3.24
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3144,279816.0,89.0,0.89,Yes,1276,15681.99,287.65
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,60,2169.6,36.16,0.3,Yes,36,814.04,4.25
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2939,235120.0,80.0,0.8,Yes,1330,13801.89,290.84
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,1,160,800.0,5.0,5.0,Yes,149,2084.52,0.82
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,10158,71918.64,7.08,0.12,Yes,941,1934.17,100.83
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,20370,72720.9,3.57,0.12,Yes,1751,13244.8,101.95
Swaziland,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,150,4800.0,32.0,1.6,Yes,58,642.05,6.73
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,2988,73206.0,24.5,24.5,Yes,1992,26266.34,90.56
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Intelence,120,150,11250.0,75.0,0.62,Yes,49,475.0,15.77
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,17280,181440.0,10.5,0.35,Yes,2401,3701.66,186.52
Nigeria,PMO - US,Direct Drop,Air,ARV,Adult,Invirase,120,500,47667.85,95.34,0.79,Yes,83,852.02,93.43
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,300000,1722000.0,5.74,0.19,Yes,24233,119474.09,2130.11
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6000,480000.0,80.0,0.8,Yes,2439,30885.26,493.44
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,331,4220.25,12.75,0.21,Yes,2951,7211.04,5.92
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1302,5403.3,4.15,0.07,Yes,4587,11252.53,7.58
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,34080,318648.0,9.35,0.16,Yes,4726,7208.11,446.74
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,106589,480716.39,4.51,0.15,Yes,9061,9323.3,793.18
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,171,1453.5,8.5,0.28,Yes,81,2782.94,1.8
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3000,233100.0,77.7,0.78,Yes,680,11463.46,502.56
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,17300,54495.0,3.15,0.1,Yes,1320,2730.91,64.14
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1411,46563.0,33.0,0.55,Yes,145,1950.74,47.87
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4872,389760.0,80.0,0.8,Yes,1978,16876.25,458.75
Ghana,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,448,2661.12,5.94,0.1,Yes,63,1317.82,2.74
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2500,200000.0,80.0,0.8,Yes,1036,17579.56,247.4
Nigeria,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,500,18080.0,36.16,0.3,Yes,130,1599.22,35.44
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,91772,390948.72,4.26,0.14,Yes,7797,7292.27,645.07
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,1083,39161.28,36.16,0.12,Yes,1042,17912.6,84.43
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,564,1099.8,1.95,0.01,Yes,5939,10770.55,1.54
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,132000,706200.0,5.35,0.18,Yes,12886,102761.99,990.09
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Isentress,60,1299,72094.5,55.5,0.92,Yes,137,309.95,74.11
Cameroon,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,59,388.81,6.59,0.11,Yes,23,1067.02,0.48
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,336,12,2478.12,206.51,0.61,Yes,51,4042.47,5.34
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,1520,30400.0,20.0,0.8,Yes,507,4329.08,50.16
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,27122,311631.78,11.49,0.38,Yes,2843,9740.27,385.49
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,4156,101822.0,24.5,24.5,Yes,2771,36502.8,104.67
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,520,3088.8,5.94,0.1,Yes,65,892.5,3.18
Zambia,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,2569,79176.58,30.82,0.1,Yes,2410,14384.91,81.39
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Isentress,60,55,5032.5,91.5,1.52,Yes,6,99.0,8.3
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1652,10721.48,6.49,0.11,Yes,146,746.89,13.26
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,2988,73206.0,24.5,24.5,Yes,1992,26266.34,90.56
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Invirase,270,168,15864.66,94.43,0.35,Yes,86,1242.33,31.09
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,First Response,30,6667,146674.0,22.0,0.73,Yes,2020,10682.41,181.44
Haiti,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,60,5324,22094.6,4.15,0.07,Yes,4654,8538.03,30.98
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,34560,161395.2,4.67,0.16,Yes,3240,4263.07,347.97
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,470,41830.0,89.0,0.89,Yes,244,7428.38,58.65
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1135,29612.15,26.09,0.43,Yes,103,1308.4,48.86
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,7000,224000.0,32.0,1.6,Yes,2373,29878.21,482.94
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,11480,415116.8,36.16,0.3,Yes,4794,28238.31,813.63
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,8331,741459.0,89.0,0.89,Yes,1980,37548.87,1223.41
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,40,1232.8,30.82,0.1,Yes,61,1257.16,1.27
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,36000,129600.0,3.6,0.06,Yes,2205,9815.52,133.23
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,200000,2100000.0,10.5,0.35,Yes,28168,127285.48,2597.7
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,240,4529,9601.48,2.12,0.01,Yes,1679,3524.93,15.84
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,984,1230.0,1.25,0.04,Yes,53,938.05,1.52
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1065,27785.85,26.09,0.43,Yes,112,1122.07,59.91
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2415,193200.0,80.0,0.8,Yes,1167,19610.11,416.54
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1200,13308.0,11.09,0.18,Yes,128,1069.31,13.68
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,60929,493524.9,8.1,0.13,Yes,8638,30764.18,610.49
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,14780,155190.0,10.5,0.35,Yes,1671,2718.03,159.54
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2957,236560.0,80.0,0.8,Yes,1313,31917.19,292.62
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,30,1249,34472.4,27.6,0.92,Yes,145,1682.15,42.64
Pakistan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4484,358720.0,80.0,0.8,Yes,1744,19489.83,502.93
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,837,1548.45,1.85,0.01,Yes,526,6368.02,1.92
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,846,26073.72,30.82,0.1,Yes,798,9299.26,36.56
Tanzania,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,60,115000,414000.0,3.6,0.06,Yes,10504,28270.78,425.59
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,1209,24180.0,20.0,0.8,Yes,403,5639.42,39.9
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,5600,340592.0,60.82,0.51,Yes,1368,4489.32,350.13
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,240,3971,8418.52,2.12,0.01,Yes,1472,3524.95,13.89
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,42813,96329.25,2.25,0.04,Yes,4369,22508.32,99.03
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,23389,268739.61,11.49,0.38,Yes,2741,4802.92,332.43
Cameroon,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,47268,311496.12,6.59,0.11,Yes,4549,36166.79,385.32
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,40,1080.0,27.0,1.35,Yes,14,269.98,1.78
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,252,3276.0,13.0,0.43,Yes,1553,13320.8,7.06
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,15040,86329.6,5.74,0.1,Yes,1481,6390.83,186.13
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,417,2856.45,6.85,0.11,Yes,65,887.67,3.53
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,50000,421000.0,8.42,0.14,Yes,4603,8033.13,694.65
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,90,9959,92618.7,9.3,0.1,Yes,630,3416.2,95.21
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,12000,87000.0,7.25,0.12,Yes,664,6247.82,143.55
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,27,864.0,32.0,1.6,Yes,10,512.31,1.21
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,324,10368.0,32.0,1.6,Yes,107,2231.97,12.83
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,38530,394932.5,10.25,0.34,Yes,5640,9481.92,405.99
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,2988,73206.0,24.5,24.5,Yes,1992,26266.34,90.56
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,50000,162000.0,3.24,0.11,Yes,5593,19759.68,200.39
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,5188,315534.16,60.82,0.51,Yes,1138,3622.58,442.38
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,2464,16878.4,6.85,0.11,Yes,361,3669.84,27.85
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,63967,289770.51,4.53,0.15,Yes,5491,15331.49,624.75
Dominican Republic,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1775,163300.0,92.0,0.92,Yes,721,9165.29,202.0
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,3401,98629.0,29.0,1.45,Yes,972,6418.11,138.28
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,46500,499410.0,10.74,0.36,Yes,5342,9195.61,513.39
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1008,8678.88,8.61,0.14,Yes,1015,3796.95,17.01
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,21000,62580.0,2.98,0.1,Yes,3244,6195.84,64.33
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,150,322.5,2.15,0.04,Yes,25,1765.03,0.33
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,100000,282000.0,2.82,0.05,Yes,6297,7526.14,607.99
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3038,243040.0,80.0,0.8,Yes,1259,19517.12,300.64
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,108129,489824.37,4.53,0.15,Yes,9280,15331.51,1056.06
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,23251,278779.49,11.99,0.4,Yes,2641,4503.42,390.85
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,90,22643,225977.14,9.98,0.11,Yes,3000,4573.21,487.21
Nigeria,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,2221,13192.74,5.94,0.1,Yes,252,2969.34,16.32
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,4032,98784.0,24.5,24.5,Yes,2688,35437.38,101.55
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,67098,369039.0,5.5,0.09,Yes,3957,18263.45,456.5
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,64316,290065.16,4.51,0.15,Yes,5467,9323.3,478.61
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,2697,16020.18,5.94,0.1,Yes,1825,4126.9,16.47
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2639,190008.0,72.0,0.72,Yes,1276,20121.14,409.66
Namibia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,24672,113984.64,4.62,0.15,Yes,2631,12463.74,117.18
Zambia,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,2266,69838.12,30.82,0.1,Yes,2272,13949.95,71.79
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,19600,120540.0,6.15,0.1,Yes,1926,12423.96,236.26
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,250,22250.0,89.0,0.89,Yes,115,2561.61,27.52
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,980,7947.8,8.11,0.14,Yes,116,2322.08,8.17
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,128620,547921.2,4.26,0.14,Yes,10643,7292.26,904.07
Namibia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,24096,111323.52,4.62,0.15,Yes,2630,12463.74,114.44
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,150,3000.0,20.0,0.67,Yes,197,5906.43,4.95
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,19835,160663.5,8.1,0.13,Yes,2866,17036.99,165.16
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4177,371753.0,89.0,0.89,Yes,2755,25709.5,382.16
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,32760,152334.0,4.65,0.16,Yes,3155,25316.94,156.6
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Prezista,120,259,24123.26,93.14,0.78,Yes,43,466.0,39.8
Guyana,PMO - US,Direct Drop,Air,ARV,Adult,Truvada,30,4900,147931.0,30.19,1.01,Yes,390,2748.16,289.94
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,207,6624.0,32.0,1.6,Yes,71,1626.67,10.93
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,150,11655.0,77.7,0.78,Yes,36,859.18,19.23
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,30912,200928.0,6.5,0.22,Yes,2405,11448.01,393.82
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,1100,12100.0,11.0,0.37,Yes,95,2453.16,12.44
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,1033,7571.89,7.33,0.12,Yes,52,4295.61,16.32
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,252,2142.0,8.5,0.28,Yes,16,1471.46,3.0
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,294346,756469.22,2.57,0.04,Yes,14550,20706.21,1630.95
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Viracept,270,40,5037.72,125.94,0.47,Yes,11,1049.3,10.86
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,37350,438862.5,11.75,0.2,Yes,3860,59186.46,615.29
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6110,543790.0,89.0,0.89,Yes,2474,31305.04,559.02
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,75,5827.5,77.7,0.78,Yes,19,718.32,8.17
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,92500,435675.0,4.71,0.16,Yes,7778,20684.73,718.86
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,760,5206.0,6.85,0.11,Yes,99,1462.71,7.3
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,16245,131584.5,8.1,0.13,Yes,2368,11363.07,162.77
Malawi,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,32,1024.0,32.0,1.6,Yes,17,703.25,1.27
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,450,14400.0,32.0,1.6,Yes,165,2329.14,17.81
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,336,14,2891.14,206.51,0.61,Yes,52,7339.84,4.77
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,16528,173544.0,10.5,0.35,Yes,3283,5173.14,178.4
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,336,24,7365.12,306.88,0.91,Yes,60,3981.97,15.88
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,75816,492045.84,6.49,0.11,Yes,6452,10477.63,505.82
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,160,1120.0,7.0,0.12,Yes,43,1082.89,1.85
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,110291,497412.41,4.51,0.15,Yes,9375,9951.38,820.73
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,57600,268992.0,4.67,0.16,Yes,4872,5886.9,579.95
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,2004,5070.12,2.53,0.04,Yes,3,1791.41,10.93
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,912,18240.0,20.0,0.33,Yes,102,1600.98,21.47
Nigeria,PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,30,300,477.0,1.59,0.05,Yes,14,350.02,0.67
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,558,8174.7,14.65,0.49,Yes,1297,23760.45,16.02
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,9810,132336.9,13.49,0.45,Yes,962,6773.13,163.7
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,3600,6480.0,1.8,0.03,Yes,216,2612.79,6.66
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,INSTi,1,7199,23396.75,3.25,3.25,Yes,369,1014.5,38.6
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,2100,42000.0,20.0,0.67,Yes,293,3316.79,51.95
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,120,2240,83686.4,37.36,0.31,Yes,554,7531.78,164.03
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,89674,243913.28,2.72,0.05,Yes,9667,17703.62,402.46
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,25,800.0,32.0,1.6,Yes,175,4011.66,0.82
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Stocrin/Sustiva,180,1184,20080.64,16.96,0.09,Yes,361,783.22,33.13
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2687,239143.0,89.0,0.89,Yes,1277,26014.88,394.59
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Crixivan,180,48,2400.0,50.0,0.28,Yes,11,48.0,4.7
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,42836,184194.8,4.3,0.14,Yes,3494,10711.06,397.12
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,30118,97281.14,3.23,0.11,Yes,1782,9648.44,120.34
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Uni-Gold,2,15,465.0,31.0,15.5,Yes,1,599.73,1.0
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Ziagen,240,20000,185600.0,9.28,0.04,Yes,7656,9650.6,306.24
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,3,96.0,32.0,1.6,Yes,0,1002.35,0.12
Namibia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,33516,277847.64,8.29,0.14,Yes,4237,6786.64,285.63
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,5,160.0,32.0,1.6,Yes,3,603.53,0.31
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,350,8575.0,24.5,24.5,Yes,240,3126.61,8.82
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,560,46032.0,82.2,0.68,Yes,83,436.86,90.22
Côte d'Ivoire,PMO - US,Direct Drop,Ocean,ARV,Adult,Aluvia,120,20580,634275.6,30.82,0.26,Yes,5139,40289.0,1046.55
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,168,1260.0,7.5,0.12,Yes,9,4138.11,2.47
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,249500,1125245.0,4.51,0.15,Yes,21205,25129.15,1856.65
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,19200,201600.0,10.5,0.35,Yes,2877,4312.92,207.24
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,20000,1600000.0,80.0,0.8,Yes,5902,52057.8,3136.0
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2874,255786.0,89.0,0.89,Yes,1252,26380.35,358.61
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,30,9720,233280.0,24.0,0.8,Yes,3240,36096.76,457.23
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,107,3424.0,32.0,1.6,Yes,39,1158.73,4.24
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,10620,27505.8,2.59,0.04,Yes,593,730.81,53.91
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,311,9952.0,32.0,1.6,Yes,1,1979.1,12.31
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,InstantCHEK,100,15,1125.0,75.0,0.75,Yes,18,803.6,1.58
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,9670,57439.8,5.94,0.1,Yes,1128,13330.73,59.05
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,77,6853.0,89.0,0.89,Yes,36,1712.6,11.31
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,116218,526467.54,4.53,0.15,Yes,12410,10446.37,1135.06
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1,89.0,89.0,0.89,Yes,800,8826.0,0.19
Ethiopia,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,700,21574.0,30.82,0.1,Yes,1050,4672.77,30.25
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,34067,86189.51,2.53,0.04,Yes,1828,1791.42,185.82
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,7233,578640.0,80.0,0.8,Yes,2933,42028.45,594.84
"Congo, DRC",PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,1000,1070,25680.0,24.0,0.02,Yes,902,5914.0,26.4
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,303125,779031.25,2.57,0.04,Yes,15006,20134.62,1679.59
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20651,227161.0,11.0,0.18,Yes,2367,10648.45,489.76
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,5273,31321.62,5.94,0.1,Yes,668,4835.39,32.2
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,1362,33369.0,24.5,24.5,Yes,970,9718.85,46.78
